a,b,c,d,e,f,g,h,i,j,k,l
6.617793866996578799e+03,8.933585519703079854e+02,2.021939416563569125e+01,2.361672700123717661e+00,1.654448466749144586e+01,1.340037827955462035e+03,2.911592759851539540e+02,1.034030291718215346e+08,1.248659655846565819e+01,1.617551533250855267e-01,8.272242333745723729e-04,6.203878833127139387e+02
6.585793866996577890e+03,8.991185519703083173e+02,2.051939416563569196e+01,2.510327299876285778e+00,1.646448466749144401e+01,1.348677827955462362e+03,2.954792759851539472e+02,1.029030291718215346e+08,1.256710487846566160e+01,1.641551533250855399e-01,8.232242333745722757e-04,6.243878833127140524e+02
6.553793866996577890e+03,8.951214480296919191e+02,2.081939416563568912e+01,2.882327299876283000e+00,1.638448466749144572e+01,1.342682172044537992e+03,2.997992759851539404e+02,1.024030291718215346e+08,1.251123680153434137e+01,1.665551533250854976e-01,8.192242333745722868e-04,6.216121166872860613e+02
6.521793866996577890e+03,8.893614480296919282e+02,2.111939416563568983e+01,3.254327299876287327e+00,1.630448466749144387e+01,1.334042172044537892e+03,3.041192759851539904e+02,1.019030291718215197e+08,1.243072848153434151e+01,1.689551533250855386e-01,8.152242333745721896e-04,6.176121166872860613e+02
6.489793866996576980e+03,8.836014480296921647e+02,2.141939416563569409e+01,3.626327299876284105e+00,1.622448466749144202e+01,1.325402172044538020e+03,3.084392759851539836e+02,1.014030291718215197e+08,1.235022016153434521e+01,1.713551533250855519e-01,8.112242333745722008e-04,6.136121166872861750e+02
6.457793866996576980e+03,8.778414480296920601e+02,2.171939416563569125e+01,3.501672700123711568e+00,1.614448466749144373e+01,1.316762172044538147e+03,3.127592759851539199e+02,1.009030291718215197e+08,1.226971184153434358e+01,1.737551533250855096e-01,8.072242333745721036e-04,6.096121166872861750e+02
6.425793866996577890e+03,8.720814480296919555e+02,2.201939416563569196e+01,3.129672700123714346e+00,1.606448466749144544e+01,1.308122172044538047e+03,3.170792759851539699e+02,1.004030291718215346e+08,1.218920352153434195e+01,1.761551533250855228e-01,8.032242333745722232e-04,6.056121166872860613e+02
6.393793866996577890e+03,8.663214480296919646e+02,2.231939416563569623e+01,2.757672700123710463e+00,1.598448466749144536e+01,1.299482172044537947e+03,3.213992759851540200e+02,9.990302917182153463e+07,1.210869520153434209e+01,1.785551533250855638e-01,7.992242333745722344e-04,6.016121166872860613e+02
6.361793866996577890e+03,8.605614480296919737e+02,2.261939416563569694e+01,2.385672700123713241e+00,1.590448466749144352e+01,1.290842172044537847e+03,3.257192759851540700e+02,9.940302917182151973e+07,1.202818688153434223e+01,1.809551533250855770e-01,7.952242333745722456e-04,5.976121166872860613e+02
6.329793866996578799e+03,8.548014480296920965e+02,2.291939416563569409e+01,2.486327299876283980e+00,1.582448466749144700e+01,1.282202172044538202e+03,3.300392759851539495e+02,9.890302917182153463e+07,1.194767856153434415e+01,1.833551533250855348e-01,7.912242333745723652e-04,5.936121166872861750e+02
6.297793866996577890e+03,8.490414480296919919e+02,2.321939416563569480e+01,2.858327299876288308e+00,1.574448466749144515e+01,1.273562172044538102e+03,3.343592759851539995e+02,9.840302917182153463e+07,1.186717024153434252e+01,1.857551533250855758e-01,7.872242333745722680e-04,5.896121166872861750e+02
6.265793866996577890e+03,8.432814480296920010e+02,2.351939416563569196e+01,3.230327299876285085e+00,1.566448466749144330e+01,1.264922172044538002e+03,3.386792759851539358e+02,9.790302917182151973e+07,1.178666192153434267e+01,1.881551533250855335e-01,7.832242333745721707e-04,5.856121166872860613e+02
6.233793866996577890e+03,8.375214480296918964e+02,2.381939416563569267e+01,3.602327299876288969e+00,1.558448466749144501e+01,1.256282172044537901e+03,3.429992759851539859e+02,9.740302917182153463e+07,1.170615360153434281e+01,1.905551533250855467e-01,7.792242333745722904e-04,5.816121166872860613e+02
6.201793866996576980e+03,8.317614480296920192e+02,2.411939416563569694e+01,3.525672700123713366e+00,1.550448466749144316e+01,1.247642172044538029e+03,3.473192759851540359e+02,9.690302917182151973e+07,1.162564528153434296e+01,1.929551533250855599e-01,7.752242333745721931e-04,5.776121166872861750e+02
6.169793866996576980e+03,8.260014480296920283e+02,2.441939416563569054e+01,3.153672700123709483e+00,1.542448466749144309e+01,1.239002172044537929e+03,3.516392759851539722e+02,9.640302917182151973e+07,1.154513696153434310e+01,1.953551533250855177e-01,7.712242333745720959e-04,5.736121166872860613e+02
6.137793866996577890e+03,8.202414480296920374e+02,2.471939416563569480e+01,2.781672700123712261e+00,1.534448466749144480e+01,1.230362172044538056e+03,3.559592759851540222e+02,9.590302917182153463e+07,1.146462864153434325e+01,1.977551533250855587e-01,7.672242333745722155e-04,5.696121166872860613e+02
6.105793866996577890e+03,8.144814480296919328e+02,2.501939416563569551e+01,2.409672700123708378e+00,1.526448466749144472e+01,1.221722172044537956e+03,3.602792759851540154e+02,9.540302917182153463e+07,1.138412032153434161e+01,2.001551533250855719e-01,7.632242333745722267e-04,5.656121166872860613e+02
6.073793866996577890e+03,8.087214480296920556e+02,2.531939416563569267e+01,2.462327299876288844e+00,1.518448466749144465e+01,1.213082172044538083e+03,3.645992759851539518e+02,9.490302917182153463e+07,1.130361200153434353e+01,2.025551533250855296e-01,7.592242333745722379e-04,5.616121166872861750e+02
6.041793866996577890e+03,8.029614480296920647e+02,2.561939416563569694e+01,2.834327299876286066e+00,1.510448466749144636e+01,1.204442172044537983e+03,3.689192759851540018e+02,9.440302917182153463e+07,1.122310368153434368e+01,2.049551533250855706e-01,7.552242333745722491e-04,5.576121166872861750e+02
6.009793866996574252e+03,7.972014480296920738e+02,2.591939416563569765e+01,3.206327299876289949e+00,1.502448466749143741e+01,1.195802172044538111e+03,3.732392759851540518e+02,9.390302917182147503e+07,1.114259536153434382e+01,2.073551533250855838e-01,7.512242333745718266e-04,5.536121166872860613e+02
6.022206133003423929e+03,7.914414480296920829e+02,2.621939416563569125e+01,3.578327299876280509e+00,1.505551533250855911e+01,1.187162172044538238e+03,3.775592759851539881e+02,9.409697082817849517e+07,1.106208704153434397e+01,2.097551533250855416e-01,7.527757666254279766e-04,5.496121166872861750e+02
6.054206133003423020e+03,7.856814480296920919e+02,2.651939416563568841e+01,3.549672700123715607e+00,1.513551533250855741e+01,1.178522172044538138e+03,3.818792759851538676e+02,9.459697082817848027e+07,1.098157872153434411e+01,2.121551533250854993e-01,7.567757666254278570e-04,5.456121166872861750e+02
6.086206133003421201e+03,7.799214480296921010e+02,2.681939416563569978e+01,3.177672700123711724e+00,1.521551533250855393e+01,1.169882172044538038e+03,3.861992759851540313e+02,9.509697082817846537e+07,1.090107040153434426e+01,2.145551533250855680e-01,7.607757666254277374e-04,5.416121166872861750e+02
6.118206133003423020e+03,7.741614480296919965e+02,2.711939416563569338e+01,2.805672700123714502e+00,1.529551533250855755e+01,1.161242172044537938e+03,3.905192759851539677e+02,9.559697082817848027e+07,1.082056208153434262e+01,2.169551533250855258e-01,7.647757666254278346e-04,5.376121166872860613e+02
6.150206133003421201e+03,7.684014480296921192e+02,2.741939416563568699e+01,2.433672700123717281e+00,1.537551533250855229e+01,1.152602172044538293e+03,3.948392759851539040e+02,9.609697082817845047e+07,1.074005376153434455e+01,2.193551533250854835e-01,7.687757666254277150e-04,5.336121166872861750e+02
6.182206133003421201e+03,7.626414480296921283e+02,2.771939416563569125e+01,2.438327299876279941e+00,1.545551533250855236e+01,1.143962172044538192e+03,3.991592759851539540e+02,9.659697082817845047e+07,1.065954544153434469e+01,2.217551533250855245e-01,7.727757666254275954e-04,5.296121166872861750e+02
6.214206133003422110e+03,7.568814480296920237e+02,2.801939416563569551e+01,2.810327299876290930e+00,1.553551533250855421e+01,1.135322172044538092e+03,4.034792759851540040e+02,9.709697082817846537e+07,1.057903712153434306e+01,2.241551533250855655e-01,7.767757666254276926e-04,5.256121166872861750e+02
6.246206133003422110e+03,7.511214480296919191e+02,2.831939416563569623e+01,3.182327299876288151e+00,1.561551533250855428e+01,1.126682172044537992e+03,4.077992759851540541e+02,9.759697082817846537e+07,1.049852880153434320e+01,2.265551533250855787e-01,7.807757666254277898e-04,5.216121166872860613e+02
6.278206133003422110e+03,7.453614480296921556e+02,2.861939416563568273e+01,3.554327299876285373e+00,1.569551533250855435e+01,1.118042172044538347e+03,4.121192759851538767e+02,9.809697082817846537e+07,1.041802048153434512e+01,2.289551533250854809e-01,7.847757666254277786e-04,5.176121166872861750e+02
6.310206133003422110e+03,7.396014480296921647e+02,2.891939416563569409e+01,3.573672700123717405e+00,1.577551533250855442e+01,1.109402172044538020e+03,4.164392759851540404e+02,9.859697082817846537e+07,1.033751216153434349e+01,2.313551533250855496e-01,7.887757666254277674e-04,5.136121166872861750e+02
6.342206133003422110e+03,7.338414480296920601e+02,2.921939416563569125e+01,3.201672700123706861e+00,1.585551533250855627e+01,1.100762172044538147e+03,4.207592759851539199e+02,9.909697082817848027e+07,1.025700384153434364e+01,2.337551533250855074e-01,7.927757666254278647e-04,5.096121166872861750e+02
6.374206133003423020e+03,7.280814480296919555e+02,2.951939416563569907e+01,2.829672700123709639e+00,1.593551533250855634e+01,1.092122172044538047e+03,4.250792759851540836e+02,9.959697082817848027e+07,1.017649552153434200e+01,2.361551533250856039e-01,7.967757666254278535e-04,5.056121166872861181e+02
6.406206133003423020e+03,7.223214480296919646e+02,2.981939416563569623e+01,2.457672700123712417e+00,1.601551533250855641e+01,1.083482172044537947e+03,4.293992759851540200e+02,1.000969708281784952e+08,1.009598720153434215e+01,2.385551533250855616e-01,8.007757666254279507e-04,5.016121166872860613e+02
6.438206133003421201e+03,7.165614480296920874e+02,3.011939416563568983e+01,2.414327299876284805e+00,1.609551533250855115e+01,1.074842172044538074e+03,4.337192759851539563e+02,1.005969708281784505e+08,1.001547888153434407e+01,2.409551533250855193e-01,8.047757666254276143e-04,4.976121166872861750e+02
6.470206133003421201e+03,7.108014480296919828e+02,3.041939416563569409e+01,2.786327299876282027e+00,1.617551533250855300e+01,1.066202172044538202e+03,4.380392759851539495e+02,1.010969708281784505e+08,9.934970561534342437e+00,2.433551533250855325e-01,8.087757666254276031e-04,4.936121166872861750e+02
6.502206133003422110e+03,7.050414480296919919e+02,3.071939416563569836e+01,3.158327299876292571e+00,1.625551533250855485e+01,1.057562172044538102e+03,4.423592759851539995e+02,1.015969708281784654e+08,9.854462241534342581e+00,2.457551533250855735e-01,8.127757666254277003e-04,4.896121166872861181e+02
6.534206133003422110e+03,6.992814480296920010e+02,3.101939416563570262e+01,3.530327299876289793e+00,1.633551533250855670e+01,1.048922172044538002e+03,4.466792759851541064e+02,1.020969708281784654e+08,9.773953921534342726e+00,2.481551533250856145e-01,8.167757666254277975e-04,4.856121166872860613e+02
6.566206133003422110e+03,6.935214480296921238e+02,3.118060583436432864e+01,3.597672700123712985e+00,1.641551533250855499e+01,1.040282172044538129e+03,4.490007240148463552e+02,1.025969708281784654e+08,9.693445601534344647e+00,2.494448466749146220e-01,8.207757666254277863e-04,4.816121166872861750e+02
6.598206133003423020e+03,6.877614480296920192e+02,3.088060583436430306e+01,3.225672700123715764e+00,1.649551533250855684e+01,1.031642172044538029e+03,4.446807240148459641e+02,1.030969708281784803e+08,9.612937281534343015e+00,2.470448466749144145e-01,8.247757666254278835e-04,4.776121166872861750e+02
6.630206133003423020e+03,6.820014480296920283e+02,3.058060583436430946e+01,2.853672700123704775e+00,1.657551533250855869e+01,1.023002172044538042e+03,4.403607240148460278e+02,1.035969708281784803e+08,9.532428961534343159e+00,2.446448466749144846e-01,8.287757666254278724e-04,4.736121166872861181e+02
6.662206133003423020e+03,6.762414480296919237e+02,3.028060583436430164e+01,2.481672700123707553e+00,1.665551533250855698e+01,1.014362172044537942e+03,4.360407240148459209e+02,1.040969708281784803e+08,9.451920641534341527e+00,2.422448466749144158e-01,8.327757666254278612e-04,4.696121166872860613e+02
6.694206133003421201e+03,6.704814480296920465e+02,2.998060583436431159e+01,2.390327299876275902e+00,1.673551533250855172e+01,1.005722172044538183e+03,4.317207240148460414e+02,1.045969708281784505e+08,9.371412321534343448e+00,2.398448466749144858e-01,8.367757666254276331e-04,4.656121166872861750e+02
6.726206133003421201e+03,6.647214480296920556e+02,2.968060583436430733e+01,2.762327299876286446e+00,1.681551533250855357e+01,9.970821720445380834e+02,4.274007240148460482e+02,1.050969708281784654e+08,9.290904001534343593e+00,2.374448466749144726e-01,8.407757666254276219e-04,4.616121166872861750e+02
6.758206133003421201e+03,6.589614480296920647e+02,2.938060583436430662e+01,3.134327299876283668e+00,1.689551533250855542e+01,9.884421720445379833e+02,4.230807240148460551e+02,1.055969708281784654e+08,9.210395681534343737e+00,2.350448466749144594e-01,8.447757666254277192e-04,4.576121166872861181e+02
6.790206133003422110e+03,6.532014480296919601e+02,2.908060583436430591e+01,3.506327299876294656e+00,1.697551533250855371e+01,9.798021720445379970e+02,4.187607240148460050e+02,1.060969708281784654e+08,9.129887361534342105e+00,2.326448466749144184e-01,8.487757666254277080e-04,4.536121166872861181e+02
6.822206133003422110e+03,6.474414480296920829e+02,2.878060583436430875e+01,3.621672700123721889e+00,1.705551533250855556e+01,9.711621720445382380e+02,4.144407240148460687e+02,1.065969708281784654e+08,9.049379041534344026e+00,2.302448466749144607e-01,8.527757666254278052e-04,4.496121166872861750e+02
6.854206133003422110e+03,6.416814480296920919e+02,2.848060583436431159e+01,3.249672700123710900e+00,1.713551533250855385e+01,9.625221720445381379e+02,4.101207240148460755e+02,1.070969708281784654e+08,8.968870721534344170e+00,2.278448466749145029e-01,8.567757666254277940e-04,4.456121166872861750e+02
6.886206133003423020e+03,6.359214480296919874e+02,2.818060583436430377e+01,2.877672700123713678e+00,1.721551533250855570e+01,9.538821720445380379e+02,4.058007240148459687e+02,1.075969708281784803e+08,8.888362401534342538e+00,2.254448466749144342e-01,8.607757666254278912e-04,4.416121166872861181e+02
6.918206133003423020e+03,6.301614480296919965e+02,2.788060583436431017e+01,2.505672700123702690e+00,1.729551533250855755e+01,9.452421720445379378e+02,4.014807240148460323e+02,1.080969708281784803e+08,8.807854081534342683e+00,2.230448466749144765e-01,8.647757666254278800e-04,4.376121166872861181e+02
6.950206133003421201e+03,6.244014480296921192e+02,2.758060583436431301e+01,2.366327299876280765e+00,1.737551533250855229e+01,9.366021720445381789e+02,3.971607240148460960e+02,1.085969708281784505e+08,8.727345761534344604e+00,2.206448466749144910e-01,8.687757666254276520e-04,4.336121166872861750e+02
6.982206133003421201e+03,6.186414480296921283e+02,2.728060583436430875e+01,2.738327299876277987e+00,1.745551533250855414e+01,9.279621720445381925e+02,3.928407240148460460e+02,1.090969708281784654e+08,8.646837441534344748e+00,2.182448466749144500e-01,8.727757666254276408e-04,4.296121166872861750e+02
7.014206133003421201e+03,6.128814480296920237e+02,2.698060583436430804e+01,3.110327299876288976e+00,1.753551533250855243e+01,9.193221720445380925e+02,3.885207240148459960e+02,1.095969708281784654e+08,8.566329121534343116e+00,2.158448466749144368e-01,8.767757666254277380e-04,4.256121166872861750e+02
7.046206133003422110e+03,6.071214480296920328e+02,2.668060583436430377e+01,3.482327299876286197e+00,1.761551533250855428e+01,9.106821720445379924e+02,3.842007240148460028e+02,1.100969708281784654e+08,8.485820801534343261e+00,2.134448466749144235e-01,8.807757666254277269e-04,4.216121166872861181e+02
